node,type
VIC-10476,victim
VIC-10477,victim
ACC-06762,suspect
VIC-10478,victim
VIC-10479,victim
VIC-10480,victim
VIC-10481,victim
VIC-10482,victim
VIC-10483,victim
ACC-05014,suspect
VIC-10484,victim
ACC-01137,suspect
VIC-10485,victim
VIC-10486,victim
ACC-00386,suspect
VIC-10487,victim
ACC-02727,suspect
VIC-10488,victim
VIC-10489,victim
VIC-10490,victim
ACC-08728,suspect
VIC-10491,victim
VIC-10492,victim
VIC-10493,victim
VIC-10494,victim
VIC-10495,victim
VIC-10496,victim
VIC-10497,victim
VIC-10498,victim
VIC-10499,victim
ACC-06612,suspect
VIC-10500,victim
VIC-10501,victim
ACC-01467,suspect
VIC-10502,victim
VIC-10503,victim
ACC-05373,suspect
VIC-10504,victim
VIC-10505,victim
VIC-10506,victim
VIC-10507,victim
VIC-10508,victim
ACC-04855,suspect
VIC-10509,victim
VIC-10510,victim
ACC-01170,suspect
VIC-10511,victim
ACC-06294,suspect
VIC-10512,victim
ACC-06433,suspect
VIC-10513,victim
VIC-10514,victim
VIC-10515,victim
VIC-10516,victim
ACC-03695,suspect
VIC-10517,victim
VIC-10518,victim
VIC-10519,victim
VIC-10520,victim
VIC-10521,victim
VIC-10522,victim
VIC-10523,victim
VIC-10524,victim
VIC-10525,victim
VIC-10526,victim
VIC-10527,victim
VIC-10528,victim
VIC-10529,victim
VIC-10530,victim
VIC-10531,victim
VIC-10532,victim
VIC-10533,victim
VIC-10534,victim
ACC-08068,suspect
VIC-10535,victim
VIC-10536,victim
VIC-10537,victim
VIC-10538,victim
VIC-10539,victim
VIC-10540,victim
VIC-10541,victim
ACC-06872,suspect
VIC-10542,victim
VIC-10543,victim
VIC-10544,victim
ACC-01463,suspect
VIC-10545,victim
ACC-07194,suspect
VIC-10546,victim
ACC-07473,suspect
VIC-10547,victim
VIC-10548,victim
VIC-10549,victim
VIC-10550,victim
VIC-10551,victim
ACC-07500,suspect
VIC-10552,victim
ACC-03944,suspect
VIC-10553,victim
ACC-03952,suspect
VIC-10554,victim
ACC-03844,suspect
VIC-10555,victim
VIC-10556,victim
ACC-00540,suspect
VIC-10557,victim
ACC-08549,suspect
VIC-10558,victim
ACC-03993,suspect
VIC-10559,victim
VIC-10560,victim
VIC-10561,victim
VIC-10562,victim
VIC-10563,victim
VIC-10564,victim
ACC-08911,suspect
VIC-10565,victim
VIC-10566,victim
VIC-10567,victim
VIC-10568,victim
ACC-05305,suspect
VIC-10569,victim
ACC-01789,suspect
VIC-10570,victim
VIC-10571,victim
VIC-10572,victim
VIC-10573,victim
ACC-03250,suspect
VIC-10574,victim
ACC-05116,suspect
VIC-10575,victim
VIC-10576,victim
VIC-10577,victim
VIC-10578,victim
VIC-10579,victim
VIC-10580,victim
VIC-10581,victim
VIC-10582,victim
VIC-10583,victim
ACC-05487,suspect
VIC-10584,victim
VIC-10585,victim
VIC-10586,victim
ACC-06378,suspect
VIC-10587,victim
ACC-07748,suspect
VIC-10588,victim
VIC-10589,victim
VIC-10590,victim
VIC-10591,victim
VIC-10592,victim
VIC-10593,victim
ACC-07355,suspect
VIC-10594,victim
VIC-10595,victim
ACC-04593,suspect
VIC-10596,victim
VIC-10597,victim
VIC-10598,victim
ACC-07754,suspect
VIC-10599,victim
VIC-10600,victim
ACC-08527,suspect
VIC-10601,victim
VIC-10602,victim
VIC-10603,victim
VIC-10604,victim
VIC-10605,victim
VIC-10606,victim
VIC-10607,victim
ACC-01067,suspect
VIC-10608,victim
ACC-07093,suspect
VIC-10609,victim
VIC-10610,victim
VIC-10611,victim
VIC-10612,victim
VIC-10613,victim
ACC-08784,suspect
VIC-10614,victim
VIC-10615,victim
VIC-10616,victim
VIC-10617,victim
ACC-00438,suspect
VIC-10618,victim
VIC-10619,victim
VIC-10620,victim
ACC-02027,suspect
VIC-10621,victim
ACC-02768,suspect
VIC-10622,victim
VIC-10623,victim
VIC-10624,victim
ACC-05821,suspect
VIC-10625,victim
VIC-10626,victim
ACC-01619,suspect
VIC-10627,victim
ACC-06498,suspect
VIC-10628,victim
VIC-10629,victim
ACC-03769,suspect
VIC-10630,victim
ACC-05561,suspect
VIC-10631,victim
ACC-03642,suspect
VIC-10632,victim
VIC-10633,victim
VIC-10634,victim
VIC-10635,victim
VIC-10636,victim
VIC-10637,victim
VIC-10638,victim
ACC-06877,suspect
VIC-10639,victim
VIC-10640,victim
ACC-06501,suspect
VIC-10641,victim
VIC-10642,victim
VIC-10643,victim
VIC-10644,victim
ACC-07316,suspect
VIC-10645,victim
ACC-02033,suspect
VIC-10646,victim
VIC-10647,victim
VIC-10648,victim
VIC-10649,victim
VIC-10650,victim
VIC-10651,victim
ACC-00784,suspect
VIC-10652,victim
ACC-00210,suspect
VIC-10653,victim
VIC-10654,victim
VIC-10655,victim
VIC-10656,victim
VIC-10657,victim
VIC-10658,victim
VIC-10659,victim
VIC-10660,victim
VIC-10661,victim
VIC-10662,victim
VIC-10663,victim
VIC-10664,victim
VIC-10665,victim
ACC-00411,suspect
VIC-10666,victim
VIC-10667,victim
VIC-10668,victim
ACC-02569,suspect
VIC-10669,victim
VIC-10670,victim
VIC-10671,victim
VIC-10672,victim
ACC-08508,suspect
VIC-10673,victim
ACC-00979,suspect
VIC-10674,victim
VIC-10675,victim
ACC-04006,suspect
VIC-10676,victim
VIC-10677,victim
ACC-01707,suspect
VIC-10678,victim
VIC-10679,victim
VIC-10680,victim
ACC-03283,suspect
VIC-10681,victim
VIC-10682,victim
VIC-10683,victim
VIC-10684,victim
ACC-04015,suspect
VIC-10685,victim
VIC-10686,victim
VIC-10687,victim
VIC-10688,victim
ACC-05458,suspect
VIC-10689,victim
VIC-10690,victim
VIC-10691,victim
ACC-05785,suspect
VIC-10692,victim
VIC-10693,victim
VIC-10694,victim
VIC-10695,victim
VIC-10696,victim
ACC-08491,suspect
VIC-10697,victim
ACC-08723,suspect
VIC-10698,victim
ACC-01418,suspect
VIC-10699,victim
VIC-10700,victim
VIC-10701,victim
VIC-10702,victim
VIC-10703,victim
VIC-10704,victim
VIC-10705,victim
VIC-10706,victim
VIC-10707,victim
VIC-10708,victim
ACC-02856,suspect
VIC-10709,victim
VIC-10710,victim
VIC-10711,victim
ACC-03709,suspect
VIC-10712,victim
VIC-10713,victim
VIC-10714,victim
VIC-10715,victim
VIC-10716,victim
VIC-10717,victim
VIC-10718,victim
VIC-10719,victim
VIC-10720,victim
ACC-07921,suspect
VIC-10721,victim
VIC-10722,victim
ACC-00750,suspect
VIC-10723,victim
VIC-10724,victim
ACC-05645,suspect
VIC-10725,victim
ACC-06561,suspect
VIC-10726,victim
VIC-10727,victim
VIC-10728,victim
VIC-10729,victim
ACC-08100,suspect
VIC-10730,victim
ACC-04155,suspect
VIC-10731,victim
VIC-10732,victim
ACC-04796,suspect
VIC-10733,victim
VIC-10734,victim
ACC-08063,suspect
VIC-10735,victim
VIC-10736,victim
VIC-10737,victim
ACC-08651,suspect
VIC-10738,victim
VIC-10739,victim
VIC-10740,victim
VIC-10741,victim
VIC-10742,victim
VIC-10743,victim
ACC-03615,suspect
VIC-10744,victim
ACC-08396,suspect
VIC-10745,victim
VIC-10746,victim
VIC-10747,victim
ACC-03689,suspect
VIC-10748,victim
VIC-10749,victim
ACC-05123,suspect
VIC-10750,victim
VIC-10751,victim
VIC-10752,victim
VIC-10753,victim
VIC-10754,victim
VIC-10755,victim
VIC-10756,victim
VIC-10757,victim
VIC-10758,victim
VIC-10759,victim
ACC-07894,suspect
VIC-10760,victim
VIC-10761,victim
ACC-08434,suspect
VIC-10762,victim
VIC-10763,victim
VIC-10764,victim
VIC-10765,victim
ACC-00513,suspect
VIC-10766,victim
VIC-10767,victim
VIC-10768,victim
VIC-10769,victim
ACC-04449,suspect
VIC-10770,victim
ACC-02173,suspect
VIC-10771,victim
VIC-10772,victim
VIC-10773,victim
VIC-10774,victim
VIC-10775,victim
VIC-10776,victim
VIC-10777,victim
VIC-10778,victim
VIC-10779,victim
VIC-10780,victim
VIC-10781,victim
VIC-10782,victim
VIC-10783,victim
ACC-07066,suspect
VIC-10784,victim
VIC-10785,victim
VIC-10786,victim
VIC-10787,victim
VIC-10788,victim
VIC-10789,victim
ACC-05877,suspect
VIC-10790,victim
ACC-02022,suspect
VIC-10791,victim
ACC-04892,suspect
VIC-10792,victim
ACC-00911,suspect
VIC-10793,victim
VIC-10794,victim
VIC-10795,victim
VIC-10796,victim
VIC-10797,victim
ACC-02964,suspect
VIC-10798,victim
VIC-10799,victim
VIC-10800,victim
ACC-00252,suspect
VIC-10801,victim
VIC-10802,victim
ACC-01970,suspect
VIC-10803,victim
VIC-10804,victim
VIC-10805,victim
ACC-03658,suspect
VIC-10806,victim
VIC-10807,victim
VIC-10808,victim
ACC-08757,suspect
VIC-10809,victim
ACC-03062,suspect
VIC-10810,victim
VIC-10811,victim
ACC-05634,suspect
VIC-10812,victim
VIC-10813,victim
VIC-10814,victim
VIC-10815,victim
VIC-10816,victim
ACC-00018,suspect
VIC-10817,victim
ACC-01483,suspect
VIC-10818,victim
VIC-10819,victim
VIC-10820,victim
ACC-05739,suspect
VIC-10821,victim
VIC-10822,victim
VIC-10823,victim
VIC-10824,victim
VIC-10825,victim
VIC-10826,victim
VIC-10827,victim
VIC-10828,victim
ACC-07174,suspect
VIC-10829,victim
VIC-10830,victim
VIC-10831,victim
VIC-10832,victim
VIC-10833,victim
VIC-10834,victim
VIC-10835,victim
VIC-10836,victim
VIC-10837,victim
VIC-10838,victim
VIC-10839,victim
VIC-10840,victim
VIC-10841,victim
VIC-10842,victim
ACC-07700,suspect
VIC-10843,victim
VIC-10844,victim
VIC-10845,victim
VIC-10846,victim
VIC-10847,victim
ACC-03479,suspect
VIC-10848,victim
VIC-10849,victim
ACC-02081,suspect
VIC-10850,victim
ACC-08742,suspect
VIC-10851,victim
VIC-10852,victim
VIC-10853,victim
VIC-10854,victim
ACC-05475,suspect
VIC-10855,victim
ACC-06758,suspect
VIC-10856,victim
ACC-05469,suspect
VIC-10857,victim
VIC-10858,victim
ACC-08893,suspect
VIC-10859,victim
VIC-10860,victim
VIC-10861,victim
ACC-00303,suspect
VIC-10862,victim
ACC-05929,suspect
VIC-10863,victim
VIC-10864,victim
ACC-04723,suspect
VIC-10865,victim
ACC-01539,suspect
VIC-10866,victim
VIC-10867,victim
VIC-10868,victim
ACC-07391,suspect
VIC-10869,victim
VIC-10870,victim
VIC-10871,victim
VIC-10872,victim
ACC-05907,suspect
VIC-10873,victim
VIC-10874,victim
ACC-01998,suspect
VIC-10875,victim
VIC-10876,victim
VIC-10877,victim
VIC-10878,victim
VIC-10879,victim
VIC-10880,victim
VIC-10881,victim
VIC-10882,victim
ACC-07932,suspect
VIC-10883,victim
ACC-02845,suspect
VIC-10884,victim
VIC-10885,victim
ACC-04918,suspect
VIC-10886,victim
VIC-10887,victim
VIC-10888,victim
ACC-00213,suspect
VIC-10889,victim
ACC-07879,suspect
VIC-10890,victim
ACC-03493,suspect
VIC-10891,victim
ACC-06983,suspect
VIC-10892,victim
VIC-10893,victim
VIC-10894,victim
VIC-10895,victim
VIC-10896,victim
VIC-10897,victim
ACC-04652,suspect
VIC-10898,victim
VIC-10899,victim
VIC-10900,victim
VIC-10901,victim
VIC-10902,victim
VIC-10903,victim
VIC-10904,victim
ACC-08118,suspect
VIC-10905,victim
VIC-10906,victim
ACC-07348,suspect
VIC-10907,victim
VIC-10908,victim
VIC-10909,victim
VIC-10910,victim
VIC-10911,victim
VIC-10912,victim
VIC-10913,victim
VIC-10914,victim
ACC-07352,suspect
VIC-10915,victim
ACC-03327,suspect
VIC-10916,victim
VIC-10917,victim
VIC-10918,victim
VIC-10919,victim
VIC-10920,victim
ACC-04913,suspect
VIC-10921,victim
VIC-10922,victim
VIC-10923,victim
VIC-10924,victim
ACC-08774,suspect
VIC-10925,victim
ACC-03895,suspect
VIC-10926,victim
VIC-10927,victim
ACC-01329,suspect
VIC-10928,victim
VIC-10929,victim
VIC-10930,victim
VIC-10931,victim
ACC-08956,suspect
VIC-10932,victim
VIC-10933,victim
VIC-10934,victim
VIC-10935,victim
VIC-10936,victim
VIC-10937,victim
ACC-02085,suspect
VIC-10938,victim
ACC-00048,suspect
VIC-10939,victim
VIC-10940,victim
VIC-10941,victim
VIC-10942,victim
VIC-10943,victim
VIC-10944,victim
VIC-10945,victim
VIC-10946,victim
VIC-10947,victim
VIC-10948,victim
VIC-10949,victim
VIC-10950,victim
VIC-10951,victim
ACC-04925,suspect
VIC-10952,victim
VIC-10953,victim
ACC-01881,suspect
VIC-10954,victim
VIC-10955,victim
ACC-01387,suspect
VIC-10956,victim
VIC-10957,victim
ACC-01884,suspect
VIC-10958,victim
ACC-04506,suspect
VIC-10959,victim
ACC-07334,suspect
VIC-10960,victim
VIC-10961,victim
VIC-10962,victim
VIC-10963,victim
ACC-08943,suspect
VIC-10964,victim
VIC-10965,victim
ACC-01577,suspect
VIC-10966,victim
VIC-10967,victim
VIC-10968,victim
VIC-10969,victim
VIC-10970,victim
VIC-10971,victim
VIC-10972,victim
VIC-10973,victim
VIC-10974,victim
VIC-10975,victim
VIC-10976,victim
ACC-01283,suspect
VIC-10977,victim
VIC-10978,victim
VIC-10979,victim
VIC-10980,victim
VIC-10981,victim
VIC-10982,victim
ACC-05465,suspect
VIC-10983,victim
VIC-10984,victim
VIC-10985,victim
VIC-10986,victim
VIC-10987,victim
VIC-10988,victim
VIC-10989,victim
VIC-10990,victim
VIC-10991,victim
VIC-10992,victim
VIC-10993,victim
VIC-10994,victim
VIC-10995,victim
VIC-10996,victim
VIC-10997,victim
ACC-02061,suspect
VIC-10998,victim
ACC-00611,suspect
VIC-10999,victim
ACC-02157,suspect
VIC-11000,victim
VIC-11001,victim
VIC-11002,victim
VIC-11003,victim
VIC-11004,victim
VIC-11005,victim
VIC-11006,victim
VIC-11007,victim
VIC-11008,victim
VIC-11009,victim
VIC-11010,victim
ACC-05943,suspect
VIC-11011,victim
ACC-02494,suspect
VIC-11012,victim
ACC-07968,suspect
VIC-11013,victim
VIC-11014,victim
VIC-11015,victim
VIC-11016,victim
VIC-11017,victim
VIC-11018,victim
VIC-11019,victim
VIC-11020,victim
ACC-03373,suspect
VIC-11021,victim
VIC-11022,victim
ACC-08946,suspect
VIC-11023,victim
ACC-06014,suspect
VIC-11024,victim
ACC-04297,suspect
VIC-11025,victim
VIC-11026,victim
VIC-11027,victim
ACC-00000,suspect
VIC-11028,victim
VIC-11029,victim
VIC-11030,victim
VIC-11031,victim
ACC-01934,suspect
VIC-11032,victim
VIC-11033,victim
ACC-02499,suspect
VIC-11034,victim
VIC-11035,victim
VIC-11036,victim
ACC-07745,suspect
VIC-11037,victim
VIC-11038,victim
VIC-11039,victim
VIC-11040,victim
VIC-11041,victim
ACC-02659,suspect
VIC-11042,victim
VIC-11043,victim
ACC-00163,suspect
VIC-11044,victim
VIC-11045,victim
ACC-03839,suspect
VIC-11046,victim
VIC-11047,victim
ACC-07721,suspect
VIC-11048,victim
VIC-11049,victim
ACC-07907,suspect
VIC-11050,victim
ACC-07292,suspect
VIC-11051,victim
VIC-11052,victim
VIC-11053,victim
ACC-06112,suspect
VIC-11054,victim
ACC-06554,suspect
VIC-11055,victim
ACC-07627,suspect
VIC-11056,victim
VIC-11057,victim
VIC-11058,victim
ACC-02239,suspect
VIC-11059,victim
ACC-07119,suspect
VIC-11060,victim
VIC-11061,victim
VIC-11062,victim
VIC-11063,victim
VIC-11064,victim
VIC-11065,victim
VIC-11066,victim
VIC-11067,victim
VIC-11068,victim
VIC-11069,victim
VIC-11070,victim
VIC-11071,victim
VIC-11072,victim
VIC-11073,victim
VIC-11074,victim
VIC-11075,victim
VIC-11076,victim
VIC-11077,victim
VIC-11078,victim
ACC-05366,suspect
VIC-11079,victim
ACC-06936,suspect
VIC-11080,victim
VIC-11081,victim
VIC-11082,victim
VIC-11083,victim
ACC-08147,suspect
VIC-11084,victim
VIC-11085,victim
VIC-11086,victim
VIC-11087,victim
VIC-11088,victim
ACC-01520,suspect
VIC-11089,victim
VIC-11090,victim
VIC-11091,victim
VIC-11092,victim
ACC-01486,suspect
VIC-11093,victim
VIC-11094,victim
ACC-01411,suspect
VIC-11095,victim
VIC-11096,victim
VIC-11097,victim
VIC-11098,victim
VIC-11099,victim
VIC-11100,victim
VIC-11101,victim
VIC-11102,victim
VIC-11103,victim
ACC-04319,suspect
VIC-11104,victim
VIC-11105,victim
VIC-11106,victim
VIC-11107,victim
VIC-11108,victim
VIC-11109,victim
ACC-00082,suspect
VIC-11110,victim
ACC-04384,suspect
VIC-11111,victim
ACC-01338,suspect
VIC-11112,victim
VIC-11113,victim
VIC-11114,victim
VIC-11115,victim
VIC-11116,victim
VIC-11117,victim
VIC-11118,victim
ACC-01084,suspect
VIC-11119,victim
ACC-06605,suspect
VIC-11120,victim
VIC-11121,victim
ACC-06509,suspect
VIC-11122,victim
ACC-03257,suspect
VIC-11123,victim
VIC-11124,victim
VIC-11125,victim
VIC-11126,victim
VIC-11127,victim
VIC-11128,victim
VIC-11129,victim
VIC-11130,victim
ACC-00926,suspect
VIC-11131,victim
VIC-11132,victim
VIC-11133,victim
VIC-11134,victim
ACC-00172,suspect
VIC-11135,victim
VIC-11136,victim
VIC-11137,victim
VIC-11138,victim
VIC-11139,victim
ACC-08561,suspect
VIC-11140,victim
ACC-01652,suspect
VIC-11141,victim
VIC-11142,victim
VIC-11143,victim
VIC-11144,victim
VIC-11145,victim
VIC-11146,victim
VIC-11147,victim
VIC-11148,victim
ACC-01828,suspect
VIC-11149,victim
VIC-11150,victim
VIC-11151,victim
VIC-11152,victim
VIC-11153,victim
VIC-11154,victim
VIC-11155,victim
VIC-11156,victim
VIC-11157,victim
VIC-11158,victim
VIC-11159,victim
VIC-11160,victim
ACC-06019,suspect
VIC-11161,victim
VIC-11162,victim
VIC-11163,victim
ACC-04592,suspect
VIC-11164,victim
VIC-11165,victim
VIC-11166,victim
VIC-11167,victim
VIC-11168,victim
ACC-03810,suspect
VIC-11169,victim
VIC-11170,victim
VIC-11171,victim
VIC-11172,victim
VIC-11173,victim
VIC-11174,victim
VIC-11175,victim
ACC-06305,suspect
VIC-11176,victim
ACC-00644,suspect
VIC-11177,victim
VIC-11178,victim
VIC-11179,victim
VIC-11180,victim
ACC-05494,suspect
VIC-11181,victim
ACC-08169,suspect
VIC-11182,victim
VIC-11183,victim
ACC-02953,suspect
VIC-11184,victim
VIC-11185,victim
VIC-11186,victim
VIC-11187,victim
ACC-00126,suspect
VIC-11188,victim
VIC-11189,victim
ACC-07154,suspect
VIC-11190,victim
VIC-11191,victim
VIC-11192,victim
ACC-00670,suspect
VIC-11193,victim
VIC-11194,victim
VIC-11195,victim
VIC-11196,victim
VIC-11197,victim
ACC-05233,suspect
VIC-11198,victim
VIC-11199,victim
VIC-11200,victim
VIC-11201,victim
ACC-03896,suspect
VIC-11202,victim
VIC-11203,victim
VIC-11204,victim
VIC-11205,victim
VIC-11206,victim
VIC-11207,victim
VIC-11208,victim
VIC-11209,victim
ACC-08899,suspect
VIC-11210,victim
VIC-11211,victim
VIC-11212,victim
VIC-11213,victim
VIC-11214,victim
VIC-11215,victim
VIC-11216,victim
ACC-00946,suspect
VIC-11217,victim
VIC-11218,victim
ACC-07958,suspect
VIC-11219,victim
VIC-11220,victim
VIC-11221,victim
VIC-11222,victim
VIC-11223,victim
VIC-11224,victim
VIC-11225,victim
VIC-11226,victim
VIC-11227,victim
VIC-11228,victim
VIC-11229,victim
VIC-11230,victim
VIC-11231,victim
ACC-00351,suspect
VIC-11232,victim
ACC-03476,suspect
VIC-11233,victim
VIC-11234,victim
ACC-04200,suspect
VIC-11235,victim
VIC-11236,victim
VIC-11237,victim
ACC-01886,suspect
VIC-11238,victim
ACC-08662,suspect
VIC-11239,victim
VIC-11240,victim
ACC-06286,suspect
VIC-11241,victim
ACC-04890,suspect
VIC-11242,victim
VIC-11243,victim
VIC-11244,victim
VIC-11245,victim
VIC-11246,victim
ACC-03552,suspect
VIC-11247,victim
VIC-11248,victim
VIC-11249,victim
ACC-05695,suspect
VIC-11250,victim
ACC-05256,suspect
VIC-11251,victim
VIC-11252,victim
VIC-11253,victim
VIC-11254,victim
VIC-11255,victim
VIC-11256,victim
VIC-11257,victim
ACC-01465,suspect
VIC-11258,victim
ACC-04757,suspect
VIC-11259,victim
VIC-11260,victim
VIC-11261,victim
VIC-11262,victim
VIC-11263,victim
VIC-11264,victim
VIC-11265,victim
ACC-04162,suspect
VIC-11266,victim
VIC-11267,victim
VIC-11268,victim
VIC-11269,victim
VIC-11270,victim
ACC-07809,suspect
VIC-11271,victim
VIC-11272,victim
VIC-11273,victim
VIC-11274,victim
VIC-11275,victim
ACC-05590,suspect
VIC-11276,victim
ACC-03712,suspect
VIC-11277,victim
ACC-05719,suspect
VIC-11278,victim
VIC-11279,victim
ACC-02601,suspect
VIC-11280,victim
VIC-11281,victim
VIC-11282,victim
VIC-11283,victim
VIC-11284,victim
VIC-11285,victim
ACC-04813,suspect
VIC-11286,victim
ACC-03645,suspect
VIC-11287,victim
ACC-04134,suspect
VIC-11288,victim
VIC-11289,victim
VIC-11290,victim
VIC-11291,victim
VIC-11292,victim
ACC-06021,suspect
VIC-11293,victim
VIC-11294,victim
VIC-11295,victim
VIC-11296,victim
ACC-03521,suspect
VIC-11297,victim
VIC-11298,victim
VIC-11299,victim
VIC-11300,victim
VIC-11301,victim
ACC-01385,suspect
VIC-11302,victim
VIC-11303,victim
ACC-07087,suspect
VIC-11304,victim
ACC-08066,suspect
VIC-11305,victim
VIC-11306,victim
VIC-11307,victim
VIC-11308,victim
VIC-11309,victim
VIC-11310,victim
VIC-11311,victim
VIC-11312,victim
VIC-11313,victim
VIC-11314,victim
VIC-11315,victim
VIC-11316,victim
VIC-11317,victim
VIC-11318,victim
VIC-11319,victim
VIC-11320,victim
VIC-11321,victim
VIC-11322,victim
VIC-11323,victim
VIC-11324,victim
ACC-05827,suspect
VIC-11325,victim
VIC-11326,victim
VIC-11327,victim
ACC-00320,suspect
VIC-11328,victim
ACC-03418,suspect
VIC-11329,victim
VIC-11330,victim
VIC-11331,victim
VIC-11332,victim
VIC-11333,victim
VIC-11334,victim
VIC-11335,victim
VIC-11336,victim
ACC-01830,suspect
VIC-11337,victim
ACC-07018,suspect
VIC-11338,victim
VIC-11339,victim
VIC-11340,victim
VIC-11341,victim
VIC-11342,victim
VIC-11343,victim
VIC-11344,victim
VIC-11345,victim
VIC-11346,victim
VIC-11347,victim
VIC-11348,victim
VIC-11349,victim
VIC-11350,victim
ACC-03904,suspect
VIC-11351,victim
VIC-11352,victim
VIC-11353,victim
ACC-05573,suspect
VIC-11354,victim
VIC-11355,victim
VIC-11356,victim
VIC-11357,victim
VIC-11358,victim
VIC-11359,victim
VIC-11360,victim
ACC-00950,suspect
VIC-11361,victim
VIC-11362,victim
VIC-11363,victim
ACC-03041,suspect
VIC-11364,victim
VIC-11365,victim
VIC-11366,victim
VIC-11367,victim
VIC-11368,victim
ACC-05186,suspect
VIC-11369,victim
VIC-11370,victim
VIC-11371,victim
ACC-01501,suspect
VIC-11372,victim
VIC-11373,victim
ACC-04169,suspect
VIC-11374,victim
VIC-11375,victim
VIC-11376,victim
VIC-11377,victim
ACC-06114,suspect
VIC-11378,victim
VIC-11379,victim
VIC-11380,victim
ACC-03056,suspect
VIC-11381,victim
ACC-04106,suspect
VIC-11382,victim
VIC-11383,victim
ACC-06934,suspect
VIC-11384,victim
VIC-11385,victim
VIC-11386,victim
VIC-11387,victim
VIC-11388,victim
VIC-11389,victim
VIC-11390,victim
ACC-02136,suspect
VIC-11391,victim
ACC-07192,suspect
VIC-11392,victim
ACC-05127,suspect
VIC-11393,victim
VIC-11394,victim
VIC-11395,victim
VIC-11396,victim
VIC-11397,victim
VIC-11398,victim
VIC-11399,victim
ACC-00879,suspect
VIC-11400,victim
ACC-06354,suspect
VIC-11401,victim
VIC-11402,victim
VIC-11403,victim
VIC-11404,victim
ACC-05391,suspect
VIC-11405,victim
VIC-11406,victim
ACC-01428,suspect
VIC-11407,victim
ACC-01260,suspect
VIC-11408,victim
VIC-11409,victim
VIC-11410,victim
ACC-01874,suspect
VIC-11411,victim
ACC-03152,suspect
VIC-11412,victim
ACC-04610,suspect
VIC-11413,victim
VIC-11414,victim
VIC-11415,victim
VIC-11416,victim
VIC-11417,victim
VIC-11418,victim
ACC-04227,suspect
VIC-11419,victim
VIC-11420,victim
VIC-11421,victim
ACC-05809,suspect
VIC-11422,victim
VIC-11423,victim
VIC-11424,victim
VIC-11425,victim
ACC-00852,suspect
VIC-11426,victim
VIC-11427,victim
VIC-11428,victim
VIC-11429,victim
VIC-11430,victim
VIC-11431,victim
VIC-11432,victim
ACC-01691,suspect
VIC-11433,victim
VIC-11434,victim
ACC-00453,suspect
VIC-11435,victim
VIC-11436,victim
VIC-11437,victim
VIC-11438,victim
VIC-11439,victim
VIC-11440,victim
ACC-01963,suspect
VIC-11441,victim
ACC-04516,suspect
VIC-11442,victim
ACC-07003,suspect
VIC-11443,victim
VIC-11444,victim
VIC-11445,victim
ACC-02690,suspect
VIC-11446,victim
VIC-11447,victim
VIC-11448,victim
VIC-11449,victim
VIC-11450,victim
VIC-11451,victim
VIC-11452,victim
ACC-07131,suspect
VIC-11453,victim
VIC-11454,victim
VIC-11455,victim
VIC-11456,victim
VIC-11457,victim
ACC-05973,suspect
VIC-11458,victim
VIC-11459,victim
VIC-11460,victim
VIC-11461,victim
VIC-11462,victim
VIC-11463,victim
VIC-11464,victim
VIC-11465,victim
ACC-01984,suspect
VIC-11466,victim
VIC-11467,victim
VIC-11468,victim
VIC-11469,victim
VIC-11470,victim
VIC-11471,victim
VIC-11472,victim
VIC-11473,victim
VIC-11474,victim
ACC-00755,suspect
VIC-11475,victim
VIC-11476,victim
VIC-11477,victim
VIC-11478,victim
VIC-11479,victim
